iteration,hub upper bound,hub lower bound,spoke bound
1,,,
2,inf,-134.34,-134.34
3,81.52,-134.34,-133.6716
4,-118.98,-133.6716,-133.0124
5,-121.60000000000001,-133.0124,-132.3956
6,-121.60000000000001,-132.3956,-131.8248
7,-121.60000000000001,-131.8248,-131.42000000000002
8,-121.60000000000001,-131.42000000000002,-130.9664
9,-121.60000000000001,-130.9664,-130.5446095252659
10,-121.60000000000001,-130.5446095252659,-130.11000031417058
11,-121.60000000000001,-130.11000031417058,-129.79360000112538
12,-121.60000000000001,-129.79360000112538,-129.5078744459001
13,-121.60000000000001,-129.5078744459001,-129.1725359464647
14,-121.60000000000001,-129.1725359464647,-128.85213444338763
15,-121.60000000000001,-129.1725359464647,-128.61120003165422
16,-121.60000000000001,-128.85213444338763,-128.39200000627153
17,-121.60000000000001,-128.61120003165422,-128.1463047678991
18,-121.60000000000001,-128.39200000627153,-127.89936026168634
19,-121.60000000000001,-128.1463047678991,-127.70640000541701
20,-121.60000000000001,-127.70640000541701,-127.52940002828684
21,-121.60000000000001,-127.70640000541701,-127.27840000480008
22,-121.60000000000001,-127.52940002828684,-127.00480000397407
23,-121.60000000000001,-127.27840000480008,-126.91703074915426
24,-121.60000000000001,-127.00480000397407,-126.82480000602365
25,-121.60000000000001,-126.91703074915426,-126.64320000470505
26,-121.60000000000001,-126.82480000602365,-126.43840000410316
27,-121.60000000000001,-126.64320000470505,-126.30640000547957
28,-121.60000000000001,-126.43840000410316,-126.25080004077931
29,-121.60000000000001,-126.30640000547957,-126.097200006658
30,-121.60000000000001,-126.25080004077931,-125.9217142905151
31,-121.60000000000001,-126.097200006658,-125.79400003869338
32,-121.60000000000001,-125.9217142905151,-125.71960000599513
33,-121.60000000000001,-125.79400003869338,-125.56220000607037
34,-121.60000000000001,-125.71960000599513,-125.38720000523013
35,-121.60000000000001,-125.56220000607037,-125.27440004785866
36,-121.60000000000001,-125.38720000523013,-125.2008001062916
37,-121.60000000000001,-125.27440004785866,-125.08080000932401
38,-121.60000000000001,-125.2008001062916,-124.95080000937561
39,-121.60000000000001,-125.08080000932401,-124.91040017595621
40,-121.60000000000001,-124.95080000937561,-124.7559999930505
41,-121.60000000000001,-124.91040017595621,-124.71119999418015
42,-121.60000000000001,-124.7559999930505,-124.6072000488642
43,-121.60000000000001,-124.71119999418015,-124.4536000065583
44,-121.60000000000001,-124.6072000488642,-124.38439999362068
45,-121.60000000000001,-124.4536000065583,-124.36719999305684
46,-121.60000000000001,-124.38439999362068,-124.2617786943335
47,-121.60000000000001,-124.36719999305684,-124.21040000950399
48,-121.60000000000001,-124.2617786943335,-124.14214858124922
49,-121.60000000000001,-124.21040000950399,-124.03440000910916
50,-121.60000000000001,-124.14214858124922,-124.01320005409157
51,-121.60000000000001,-124.03440000910916,-123.93160000827145
52,-121.60000000000001,-124.01320005409157,-123.82360002372809
53,-121.60000000000001,-123.93160000827145,-123.71600003192194
54,-121.60000000000001,-123.82360002372809,-123.68679402468095
55,-121.60000000000001,-123.71600003192194,-123.65360004815932
56,-121.60000000000001,-123.68679402468095,-123.57880001126789
57,-121.60000000000001,-123.65360004815932,-123.52688894117803
58,-121.60000000000001,-123.57880001126789,-123.47880001111241
59,-121.60000000000001,-123.52688894117803,-123.4622255719346
60,-121.60000000000001,-123.47880001111241,-123.41440001380363
61,-121.60000000000001,-123.4622255719346,-123.32039999606341
62,-121.60000000000001,-123.32039999606341,-123.16600000837512
63,-121.60000000000001,-123.32039999606341,-123.1028000314903
64,-121.60000000000001,-123.16600000837512,-123.05280004496007
65,-121.60000000000001,-123.1028000314903,-123.02479999604246
66,-121.60000000000001,-123.05280004496007,-122.94839999643824
67,-121.60000000000001,-123.02479999604246,-122.85879999081467
68,-121.60000000000001,-122.94839999643824,-122.8371999902597
69,-121.60000000000001,-122.85879999081467,-122.82399999373247
70,-121.60000000000001,-122.8371999902597,-122.77599999550353
71,-121.60000000000001,-122.82399999373247,-122.78056413921736
72,-121.60000000000001,-122.77599999550353,-122.76440016862719
73,-121.60000000000001,-122.77599999550353,-122.75279999545822
74,-121.60000000000001,-122.76440016862719,-122.76479999600579
75,-121.60000000000001,-122.75279999545822,-122.75879999572682
76,-121.60000000000001,-122.75279999545822,-122.6868003546746
77,-121.60000000000001,-122.75279999545822,-122.70840002666809
78,-121.60000000000001,-122.6868003546746,-122.51599999490875
79,-121.60000000000001,-122.6868003546746,-122.41599999861779
80,-121.60000000000001,-122.51599999490875,-122.33480015372358
81,-121.60000000000001,-122.41599999861779,-122.30519998864315
82,-121.60000000000001,-122.33480015372358,-122.26625335355864
83,-121.60000000000001,-122.30519998864315,-122.2300000780835
84,-121.60000000000001,-122.26625335355864,-122.21320008290994
85,-121.60000000000001,-122.2300000780835,-122.20480008102817
86,-121.60000000000001,-122.21320008290994,-122.18360008048062
87,-121.60000000000001,-122.20480008102817,-122.17760008048063
88,-121.60000000000001,-122.18360008048062,-122.17160008048064
89,-121.60000000000001,-122.17760008048063,-122.16560008048066
90,-121.60000000000001,-122.17160008048064,-122.15960008048067
91,-121.60000000000001,-122.16560008048066,-122.15360008048069
92,-121.60000000000001,-122.15960008048067,-122.14840007988781
93,-121.60000000000001,-122.14840007988781,-122.1436000798739
94,-121.60000000000001,-122.14840007988781,-122.15274295707005
95,-121.60000000000001,-122.1436000798739,-122.14080000061323
96,-121.60000000000001,-122.1436000798739,-122.15451430638078
97,-121.60000000000001,-122.14080000061323,-122.14280009987398
98,-121.60000000000001,-122.14080000061323,-122.15640010017043
99,-121.60000000000001,-122.14080000061323,-122.14486966505454
100,0.0,0.0,-122.15840006407431
