iteration,hub abs. gap,hub rel. gap,spoke abs. gap,spoke rel. gap
1,,,,
2,inf,inf,0.0,0.0
3,inf,inf,4001.6399999999994,0.05731826919922955
4,inf,inf,7172.0899999999965,0.09716168696690944
5,inf,inf,-228.51999999998952,-0.002821648409667857
6,inf,inf,2984.590000000011,0.03685219511207337
7,inf,inf,-2586.3300000000017,-0.030799649076467837
8,inf,inf,1156.0499999999884,0.013766972627178381
9,inf,inf,4497.930000000008,0.05283678512408742
10,inf,inf,207.33999999998196,0.002313373393572628
11,inf,inf,-1300.070000000007,-0.014471910032311889
12,inf,inf,1547.4400000000023,0.017225543594114642
13,inf,inf,-27.730000000010477,-0.0003034532055569962
14,inf,inf,1157.2999999999884,0.012664493140677082
15,inf,inf,171.94000000000233,0.001858032044298864
16,inf,inf,3640.3199999999924,0.03926536642853877
17,inf,inf,-2984.9400000000023,-0.030979845259568095
18,inf,inf,1711.0999999999913,0.017759021361785046
19,inf,inf,-5424.669999999998,-0.05531870458045323
20,inf,inf,-651.5999999999913,-0.006644766945200879
21,inf,inf,-2743.3699999999953,-0.02797583531991398
22,inf,inf,-2389.550000000003,-0.02436771463153007
23,inf,inf,-2946.779999999999,-0.030050132502730666
24,inf,inf,2434.62999999999,0.02482742318568841
25,inf,inf,-2818.6699999999983,-0.028047371875471405
26,inf,inf,-365.3000000000029,-0.00363494305687072
27,inf,inf,-2820.9900000000052,-0.028070457196829098
28,inf,inf,-1515.3800000000047,-0.015078894085739734
29,inf,inf,-221.61112035572296,-0.0022051568663081582
30,inf,inf,-744.8034426194354,-0.00741121845738545
31,inf,inf,-150.01648663464584,-0.0014927494840096926
32,inf,inf,-2834.729999999996,-0.028207178022455624
33,inf,inf,-1251.9600000000064,-0.01245771505469437
34,inf,inf,-798.8700000000099,-0.007949211496967765
35,inf,inf,2093.2833333353774,0.020829361397674696
36,inf,inf,-38.57333333538554,-0.000375994902449287
37,inf,inf,1405.766666664611,0.013702759263849779
38,inf,inf,-3148.4100000000035,-0.030274392785632473
39,inf,inf,-2102.399999999994,-0.02021619909494426
40,inf,inf,-3643.100000000006,-0.03503121904622896
41,inf,inf,-881.3800000000192,-0.008475149143028163
42,inf,inf,376.6600000000035,0.0036218766890704895
43,inf,inf,-1874.300000000003,-0.0179578005579441
