iteration,hub upper bound,hub lower bound
0,inf,-inf
1,inf,-275.70000000000005
2,-260.5,-275.70000000000005
3,-260.5,-274.91
4,-260.5,-274.91
5,-260.5,-273.96000000000004
6,-260.5,-273.96000000000004
7,-260.5,-273.59000000000003
8,-260.5,-273.1
9,-260.5,-272.8
10,-260.5,-272.54
11,-260.5,-272.53000000000003
12,-260.5,-272.44
13,-260.5,-272.3
14,-260.5,-272.02000000000004
15,-260.5,-272.02000000000004
16,-260.5,-271.88
17,-260.5,-271.77000000000004
18,-260.5,-271.77000000000004
19,-260.5,-271.35
20,-260.5,-271.35
21,-260.5,-271.24
22,-260.5,-271.18
23,-260.5,-271.12
24,-260.5,-271.07000000000005
25,-260.5,-271.07000000000005
26,-260.5,-271.07000000000005
27,-260.5,-270.95000000000005
28,-260.5,-270.92
29,-260.5,-270.79
30,-260.5,-270.79
31,-260.5,-270.69
32,-260.5,-270.56
33,-260.5,-270.43
34,-260.5,-270.43
35,-260.5,-270.42
36,-260.5,-270.28000000000003
37,-260.5,-270.19
38,-260.5,-270.12
39,-260.5,-270.1
40,-260.5,-270.1
41,-260.5,-270.1
42,-260.5,-270.06000000000006
43,-260.5,-270.0
44,-260.5,-269.92
45,-260.5,-269.92
46,-260.5,-269.82000000000005
47,-260.5,-269.77000000000004
48,-260.5,-269.64
49,-260.5,-269.64
50,-260.5,-269.64
