iteration,hub abs. gap,hub rel. gap
0,inf,inf
1,inf,inf
2,15.200000000000045,0.05513239027928924
3,15.200000000000045,0.05513239027928924
4,15.200000000000045,0.05513239027928924
5,14.100000001468516,0.051347414426049204
6,12.800000000000011,0.04683497987559462
7,12.200000000000045,0.044737807114044896
8,12.200000000000045,0.044737807114044896
9,11.600000076006665,0.042631385787454595
10,11.300000000000011,0.04157468727005155
11,11.300000000000011,0.04157468727005155
12,11.300000000000011,0.04157468727005155
13,11.300000000000011,0.04157468727005155
14,11.200000000000045,0.041221935958778225
15,11.200000000000045,0.041221935958778225
16,10.700000000000045,0.039454277286135854
17,10.700000000000045,0.039454277286135854
18,10.700000000000045,0.039454277286135854
19,10.700000000000045,0.039454277286135854
20,10.700000000000045,0.039454277286135854
21,10.700000000000045,0.039454277286135854
22,10.700000000000045,0.039454277286135854
23,10.0,0.036968576709796676
24,10.0,0.036968576709796676
25,9.300000000000011,0.03446997776130471
26,9.300000000000011,0.03446997776130471
27,9.300000000000011,0.03446997776130471
28,9.300000000000011,0.03446997776130471
29,9.300000000000011,0.03446997776130471
30,8.900000000000034,0.0330363771343728
31,8.900000000000034,0.0330363771343728
32,8.900000000000034,0.0330363771343728
33,8.699999999999989,0.03231797919762255
34,8.699999999999989,0.03231797919762255
35,8.699999999999989,0.03231797919762255
36,8.699999999999989,0.03231797919762255
37,8.699999999999989,0.03231797919762255
38,8.699999999999989,0.03231797919762255
39,8.699999999999989,0.03231797919762255
40,8.699999999999989,0.03231797919762255
41,8.199999999999989,0.030517305545217675
42,8.199999999999989,0.030517305545217675
43,8.199999999999989,0.030517305545217675
44,8.0,0.0297951582867784
45,6.699999999999989,0.025074850299401156
46,6.699999999999989,0.025074850299401156
47,6.699999999999989,0.025074850299401156
48,6.699999999999989,0.025074850299401156
49,6.699999999999989,0.025074850299401156
50,6.699999999999989,0.025074850299401156
51,6.699999999999989,0.025074850299401156
52,6.699999999999989,0.025074850299401156
53,6.699999999999989,0.025074850299401156
54,6.699999999999989,0.025074850299401156
55,6.699999999999989,0.025074850299401156
56,6.699999999999989,0.025074850299401156
57,6.699999999999989,0.025074850299401156
58,6.699999999999989,0.025074850299401156
59,6.400000000000034,0.023979018358936056
60,6.400000000000034,0.023979018358936056
61,6.400000000000034,0.023979018358936056
62,6.400000000000034,0.023979018358936056
63,6.400000000000034,0.023979018358936056
64,6.400000000000034,0.023979018358936056
65,6.400000000000034,0.023979018358936056
66,6.400000000000034,0.023979018358936056
67,6.400000000000034,0.023979018358936056
68,6.400000000000034,0.023979018358936056
69,6.2000000000000455,0.023247094113236014
70,6.2000000000000455,0.023247094113236014
71,6.2000000000000455,0.023247094113236014
72,6.2000000000000455,0.023247094113236014
73,6.2000000000000455,0.023247094113236014
74,6.0,0.0225140712945591
75,6.0,0.0225140712945591
76,6.0,0.0225140712945591
77,6.0,0.0225140712945591
78,6.0,0.0225140712945591
79,6.0,0.0225140712945591
80,6.0,0.0225140712945591
81,6.0,0.0225140712945591
82,6.0,0.0225140712945591
83,6.0,0.0225140712945591
84,6.0,0.0225140712945591
85,6.0,0.0225140712945591
86,6.0,0.0225140712945591
87,6.0,0.0225140712945591
88,6.0,0.0225140712945591
89,6.0,0.0225140712945591
90,6.0,0.0225140712945591
91,6.0,0.0225140712945591
92,6.0,0.0225140712945591
93,6.0,0.0225140712945591
94,6.0,0.0225140712945591
95,6.0,0.0225140712945591
96,6.0,0.0225140712945591
97,6.0,0.0225140712945591
98,6.0,0.0225140712945591
99,6.0,0.0225140712945591
100,6.0,0.0225140712945591
