iteration,hub upper bound,hub lower bound
0,inf,-inf
1,inf,-inf
2,-260.5,-275.70000000000005
3,-260.5,-275.70000000000005
4,-260.5,-275.70000000000005
5,-260.5,-274.6000000014685
6,-260.5,-273.3
7,-260.5,-272.70000000000005
8,-260.5,-272.70000000000005
9,-260.5,-272.10000007600667
10,-260.5,-271.8
11,-260.5,-271.8
12,-260.5,-271.8
13,-260.5,-271.8
14,-260.5,-271.70000000000005
15,-260.5,-271.70000000000005
16,-260.5,-271.20000000000005
17,-260.5,-271.20000000000005
18,-260.5,-271.20000000000005
19,-260.5,-271.20000000000005
20,-260.5,-271.20000000000005
21,-260.5,-271.20000000000005
22,-260.5,-271.20000000000005
23,-260.5,-270.5
24,-260.5,-270.5
25,-260.5,-269.8
26,-260.5,-269.8
27,-260.5,-269.8
28,-260.5,-269.8
29,-260.5,-269.8
30,-260.5,-269.40000000000003
31,-260.5,-269.40000000000003
32,-260.5,-269.40000000000003
33,-260.5,-269.2
34,-260.5,-269.2
35,-260.5,-269.2
36,-260.5,-269.2
37,-260.5,-269.2
38,-260.5,-269.2
39,-260.5,-269.2
40,-260.5,-269.2
41,-260.5,-268.7
42,-260.5,-268.7
43,-260.5,-268.7
44,-260.5,-268.5
45,-260.5,-267.2
46,-260.5,-267.2
47,-260.5,-267.2
48,-260.5,-267.2
49,-260.5,-267.2
50,-260.5,-267.2
51,-260.5,-267.2
52,-260.5,-267.2
53,-260.5,-267.2
54,-260.5,-267.2
55,-260.5,-267.2
56,-260.5,-267.2
57,-260.5,-267.2
58,-260.5,-267.2
59,-260.5,-266.90000000000003
60,-260.5,-266.90000000000003
61,-260.5,-266.90000000000003
62,-260.5,-266.90000000000003
63,-260.5,-266.90000000000003
64,-260.5,-266.90000000000003
65,-260.5,-266.90000000000003
66,-260.5,-266.90000000000003
67,-260.5,-266.90000000000003
68,-260.5,-266.90000000000003
69,-260.5,-266.70000000000005
70,-260.5,-266.70000000000005
71,-260.5,-266.70000000000005
72,-260.5,-266.70000000000005
73,-260.5,-266.70000000000005
74,-260.5,-266.5
75,-260.5,-266.5
76,-260.5,-266.5
77,-260.5,-266.5
78,-260.5,-266.5
79,-260.5,-266.5
80,-260.5,-266.5
81,-260.5,-266.5
82,-260.5,-266.5
83,-260.5,-266.5
84,-260.5,-266.5
85,-260.5,-266.5
86,-260.5,-266.5
87,-260.5,-266.5
88,-260.5,-266.5
89,-260.5,-266.5
90,-260.5,-266.5
91,-260.5,-266.5
92,-260.5,-266.5
93,-260.5,-266.5
94,-260.5,-266.5
95,-260.5,-266.5
96,-260.5,-266.5
97,-260.5,-266.5
98,-260.5,-266.5
99,-260.5,-266.5
100,-260.5,-266.5
