iteration,hub upper bound,hub lower bound
97,-121.60000000000001,-121.77639999492841
98,-121.60000000000001,-121.77639999492841
99,-121.60000000000001,-121.72215469977863
100,-121.60000000000001,-121.72215469977863
101,-121.60000000000001,-121.71880000214065
102,-121.60000000000001,-121.71880000214065
103,-121.60000000000001,-121.71880000214065
104,-121.60000000000001,-121.71880000214065
105,-121.60000000000001,-121.67840000001127
106,-121.60000000000001,-121.67640000007904
107,-121.60000000000001,-121.67640000007904
108,-121.60000000000001,-121.65880000001127
109,-121.60000000000001,-121.65680000007904
110,-121.60000000000001,-121.63920000001126
111,-121.60000000000001,-121.63720000007905
112,-121.60000000000001,-121.61960000001127
113,-121.60000000000001,-121.61760000009023
114,-121.60000000000001,-121.60040007927219
115,-121.60000000000001,-121.60000007949337
116,-121.60000000000001,-121.60000007949337
117,-121.60000000000001,-121.60000007949337
118,-121.60000000000001,-121.60000007949337
119,-121.60000000000001,-121.60000007949337
120,-121.60000000000001,-121.60000007949337
121,-121.60000000000001,-121.60000000000008
122,-121.60000000000001,-121.60000000000008
123,-121.60000000000001,-121.60000000000008
124,-121.60000000000001,-121.60000000000008
125,-121.60000000000001,-121.60000000000008
126,-121.60000000000001,-121.60000000000008
127,-121.60000000000001,-121.60000000000008
128,-121.60000000000001,-121.60000000000008
129,-121.60000000000001,-121.60000000000008
130,-121.60000000000001,-121.60000000000008
131,-121.60000000000001,-121.60000000000008
132,-121.60000000000001,-121.60000000000008
133,-121.60000000000001,-121.60000000000008
134,-121.60000000000001,-121.60000000000008
135,-121.60000000000001,-121.60000000000008
136,-121.60000000000001,-121.60000000000008
137,-121.60000000000001,-121.60000000000008
138,-121.60000000000001,-121.60000000000008
139,-121.60000000000001,-121.60000000000008
140,-121.60000000000001,-121.60000000000008
141,-121.60000000000001,-121.60000000000008
142,-121.60000000000001,-121.60000000000008
143,-121.60000000000001,-121.60000000000008
144,-121.60000000000001,-121.60000000000008
145,-121.60000000000001,-121.60000000000008
146,-121.60000000000001,-121.60000000000008
147,-121.60000000000001,-121.60000000000008
148,-121.60000000000001,-121.60000000000008
149,-121.60000000000001,-121.60000000000008
150,-121.60000000000001,-121.60000000000008
