iteration,hub upper bound,hub lower bound
0,inf,-inf
1,inf,-134.34
2,47.62,-133.6716
3,-121.60000000000001,-133.0124
4,-121.60000000000001,-132.3956
5,-121.60000000000001,-131.8232
6,-121.60000000000001,-131.38760000000002
7,-121.60000000000001,-130.9108
8,-121.60000000000001,-130.5072
9,-121.60000000000001,-130.09
10,-121.60000000000001,-129.76160000000002
11,-121.60000000000001,-129.43560000000002
12,-121.60000000000001,-129.1704
13,-121.60000000000001,-128.85240000000002
14,-121.60000000000001,-128.58200002655275
15,-121.60000000000001,-128.3616
16,-121.60000000000001,-128.10320000000002
17,-121.60000000000001,-127.88440000000001
18,-121.60000000000001,-127.67320000000002
19,-121.60000000000001,-127.44160000000001
20,-121.60000000000001,-127.24600000000001
21,-121.60000000000001,-126.98960000000001
22,-121.60000000000001,-126.91040000000001
23,-121.60000000000001,-126.72800000000002
24,-121.60000000000001,-126.57360000000003
25,-121.60000000000001,-126.42560000000002
26,-121.60000000000001,-126.32960000000001
27,-121.60000000000001,-126.16560000000001
28,-121.60000000000001,-126.02720000000001
29,-121.60000000000001,-125.87320000000003
30,-121.60000000000001,-125.76200000000001
31,-121.60000000000001,-125.63200000000002
32,-121.60000000000001,-125.498
33,-121.60000000000001,-125.38360000000002
34,-121.60000000000001,-125.28280000000002
35,-121.60000000000001,-125.12640000000002
36,-121.60000000000001,-125.00240000000002
37,-121.60000000000001,-124.88920000000002
38,-121.60000000000001,-124.84280000000001
39,-121.60000000000001,-124.70960000000002
40,-121.60000000000001,-124.61120000000001
41,-121.60000000000001,-124.52320000000002
42,-121.60000000000001,-124.45320001695559
43,-121.60000000000001,-124.3751999996866
44,-121.60000000000001,-124.29640000025752
45,-121.60000000000001,-124.22679999970897
46,-121.60000000000001,-124.14119999973123
47,-121.60000000000001,-124.05280000015676
48,-121.60000000000001,-123.98346207297716
49,-121.60000000000001,-123.88747999081474
50,-121.60000000000001,-123.85559999963061
51,-121.60000000000001,-123.77933714322485
52,-121.60000000000001,-123.68559999960824
53,-121.60000000000001,-123.63800002138645
54,-121.60000000000001,-123.59040003985261
55,-121.60000000000001,-123.49440000003501
56,-121.60000000000001,-123.4532000004497
57,-121.60000000000001,-123.35521075560376
58,-121.60000000000001,-123.27400000019325
59,-121.60000000000001,-123.19199999898585
60,-121.60000000000001,-123.15000000072854
61,-121.60000000000001,-123.09639999903062
62,-121.60000000000001,-123.0580000005093
63,-121.60000000000001,-123.01480000004983
64,-121.60000000000001,-122.94239999918666
65,-121.60000000000001,-122.90320000035689
66,-121.60000000000001,-122.78519999916789
67,-121.60000000000001,-122.78519999916789
68,-121.60000000000001,-122.73280004535782
69,-121.60000000000001,-122.66720000049052
70,-121.60000000000001,-122.66720000049052
71,-121.60000000000001,-122.51120000000003
72,-121.60000000000001,-122.51120000000003
73,-121.60000000000001,-122.51120000000003
74,-121.60000000000001,-122.49479999915307
75,-121.60000000000001,-122.41400000071772
76,-121.60000000000001,-122.40559999903425
77,-121.60000000000001,-122.34720005512753
78,-121.60000000000001,-122.33800000297782
79,-121.60000000000001,-122.26040554579187
80,-121.60000000000001,-122.2564000026925
81,-121.60000000000001,-122.18960000267603
82,-121.60000000000001,-122.17840003814179
83,-121.60000000000001,-122.06240016744901
84,-121.60000000000001,-122.06240016744901
85,-121.60000000000001,-121.97840000031594
86,-121.60000000000001,-121.96880000260164
87,-121.60000000000001,-121.96880000260164
88,-121.60000000000001,-121.89160008480468
89,-121.60000000000001,-121.89160008480468
90,-121.60000000000001,-121.89160008480468
91,-121.60000000000001,-121.88720008193204
92,-121.60000000000001,-121.88720008193204
93,-121.60000000000001,-121.84679999548025
94,-121.60000000000001,-121.84679999548025
95,-121.60000000000001,-121.79640000043213
96,-121.60000000000001,-121.77639999492841
