iteration,hub abs. gap,hub rel. gap
0,inf,inf
1,inf,inf
2,181.29160000000002,1.3562462033820197
3,11.412400000000005,0.08579951944330005
4,10.795599999999993,0.08154047415473016
5,10.223200000000006,0.07755235800678488
6,9.787600000000012,0.0744940922887701
7,9.310799999999986,0.07112323811328009
8,8.907200000000003,0.06825064057768462
9,8.489999999999995,0.06526251056960562
10,8.161600000000007,0.06289688166607076
11,7.835600000000014,0.06053666842816051
12,7.570399999999992,0.05860785443104606
13,7.252400000000009,0.05628455504127209
14,6.98200002655274,0.0542999799747315
15,6.761600000000001,0.05267618976391694
16,6.503200000000007,0.05076532046037887
17,6.284400000000005,0.049141255696550985
18,6.073200000000014,0.047568322874338646
19,5.8416,0.04583746594518587
20,5.646000000000001,0.044370746428178495
21,5.3896000000000015,0.042441270781229334
22,5.310400000000001,0.0418436944489971
23,5.128000000000014,0.040464617132756876
24,4.973600000000019,0.03929413400582758
25,4.8256000000000085,0.03816948466133448
26,4.729600000000005,0.03743857338264353
27,4.565600000000003,0.03618736010449761
28,4.427199999999999,0.03512892454962103
29,4.273200000000017,0.03394844970970799
30,4.162000000000006,0.0330942574068479
31,4.032000000000011,0.03209373408048913
32,3.897999999999996,0.031060255940333677
33,3.783600000000007,0.030176195291888305
34,3.6828000000000145,0.029395894727768008
35,3.5264000000000095,0.02818270165208948
36,3.4024000000000143,0.027218677401394
37,3.289200000000008,0.026336945068108433
38,3.2428000000000026,0.0259750662433076
39,3.1096000000000146,0.02493472836092822
40,3.0112000000000023,0.024164762075961087
41,2.9232000000000085,0.023475143587700992
42,2.853200016955583,0.022925887133210403
43,2.775199999686592,0.022313129946272124
44,2.696400000257512,0.02169330729008986
45,2.6267999997089646,0.02114519572036886
46,2.5411999997312193,0.020470238726037135
47,2.4528000001567563,0.019772226021126944
48,2.383462072977153,0.019224032246931755
49,2.287479990814731,0.018464174031018545
50,2.255599999630604,0.018211530198370775
51,2.179337143224842,0.017606631232021667
52,2.0855999996082346,0.016862108439582624
53,2.0380000213864378,0.01648360553417163
54,1.9904000398526023,0.01610481104689995
55,1.8944000000350059,0.015339966832783257
56,1.8532000004496894,0.015011356533835809
57,1.7552107556037555,0.014228914569983174
58,1.6740000001932458,0.013579505817857955
59,1.591999998985841,0.012922917064411218
60,1.5500000007285308,0.012586276903933099
61,1.496399999030615,0.012156326253589861
62,1.458000000509287,0.011848071645104364
63,1.4148000000498229,0.011501055157991151
64,1.3423999991866538,0.010918934388750622
65,1.303200000356881,0.010603466796251822
66,1.185199999167878,0.00965262913751747
67,1.185199999167878,0.00965262913751747
68,1.1328000453578113,0.00922980690523778
69,1.0672000004905158,0.008699962178041467
70,1.0672000004905158,0.008699962178041467
71,0.9112000000000222,0.007437687329811658
72,0.9112000000000222,0.007437687329811658
73,0.9112000000000222,0.007437687329811658
74,0.8947999991530651,0.007304799870355735
75,0.8140000007177122,0.006649566231909256
76,0.8055999990342428,0.006581398228844095
77,0.7472000551275215,0.006107210093821895
78,0.7380000029778131,0.006032467450504745
79,0.6604055457918605,0.00540163058386478
80,0.656400002692493,0.005369044096489319
81,0.589600002676022,0.004825287935005184
82,0.5784000381417798,0.004734061323124335
83,0.4624001674490046,0.0037882277164357704
84,0.4624001674490046,0.0037882277164357704
85,0.3784000003159349,0.0031021885867904054
86,0.36880000260163115,0.0030237241211995567
87,0.36880000260163115,0.0030237241211995567
88,0.2916000848046707,0.002392290236585567
89,0.2916000848046707,0.002392290236585567
90,0.2916000848046707,0.002392290236585567
91,0.28720008193202773,0.0023562776217598987
92,0.28720008193202773,0.0023562776217598987
93,0.24679999548024512,0.002025494272228732
94,0.24679999548024512,0.002025494272228732
95,0.1964000004321207,0.0016125271389911679
96,0.17639999492840275,0.0014485564931772431
97,0.17639999492840275,0.0014485564931772431
98,0.17639999492840275,0.0014485564931772431
99,0.12215469977861915,0.0010035535443807034
100,0.12215469977861915,0.0010035535443807034
101,0.11880000214064523,0.000976020155789869
102,0.11880000214064523,0.000976020155789869
103,0.11880000214064523,0.000976020155789869
104,0.11880000214064523,0.000976020155789869
105,0.07840000001125702,0.0006443214244372852
106,0.07640000007903325,0.0006278949745306701
107,0.07640000007903325,0.0006278949745306701
108,0.05880000001126007,0.00048331892153510164
109,0.056800000079036295,0.0004668871783492529
110,0.0392000000112489,0.0003222645332363685
111,0.03720000007903934,0.0003058274942124216
112,0.01960000001126616,0.00016115823445615957
113,0.01760000009022633,0.0001447158971251963
114,0.0004000792721825519,3.290114768715706e-06
115,7.94933612269233e-08,6.537282991361532e-10
116,7.94933612269233e-08,6.537282991361532e-10
117,7.94933612269233e-08,6.537282991361532e-10
118,7.94933612269233e-08,6.537282991361532e-10
119,7.94933612269233e-08,6.537282991361532e-10
120,7.94933612269233e-08,6.537282991361532e-10
121,7.105427357601002e-14,5.843279076974505e-16
122,7.105427357601002e-14,5.843279076974505e-16
123,7.105427357601002e-14,5.843279076974505e-16
124,7.105427357601002e-14,5.843279076974505e-16
125,7.105427357601002e-14,5.843279076974505e-16
126,7.105427357601002e-14,5.843279076974505e-16
127,7.105427357601002e-14,5.843279076974505e-16
128,7.105427357601002e-14,5.843279076974505e-16
129,7.105427357601002e-14,5.843279076974505e-16
130,7.105427357601002e-14,5.843279076974505e-16
131,7.105427357601002e-14,5.843279076974505e-16
132,7.105427357601002e-14,5.843279076974505e-16
133,7.105427357601002e-14,5.843279076974505e-16
134,7.105427357601002e-14,5.843279076974505e-16
135,7.105427357601002e-14,5.843279076974505e-16
136,7.105427357601002e-14,5.843279076974505e-16
137,7.105427357601002e-14,5.843279076974505e-16
138,7.105427357601002e-14,5.843279076974505e-16
139,7.105427357601002e-14,5.843279076974505e-16
140,7.105427357601002e-14,5.843279076974505e-16
141,7.105427357601002e-14,5.843279076974505e-16
142,7.105427357601002e-14,5.843279076974505e-16
143,7.105427357601002e-14,5.843279076974505e-16
144,7.105427357601002e-14,5.843279076974505e-16
145,7.105427357601002e-14,5.843279076974505e-16
146,7.105427357601002e-14,5.843279076974505e-16
147,7.105427357601002e-14,5.843279076974505e-16
148,7.105427357601002e-14,5.843279076974505e-16
149,7.105427357601002e-14,5.843279076974505e-16
150,7.105427357601002e-14,5.843279076974505e-16
