iteration,hub abs. gap,hub rel. gap,spoke abs. gap,spoke rel. gap
1,,,,
2,inf,inf,inf,inf
3,305.76683076518384,0.004769535764057157,-18.030478197681077,-0.0002812502925568629
4,305.76683076518384,0.004769535764057157,4.478016078210203,6.985080030949672e-05
5,36.98106894688681,0.0005768530566047388,0.7014261283184169,1.0941268536180828e-05
6,32.503052868676605,0.0005069668442554405,3.4093029935029335,5.317665348883218e-05
7,27.313244499950088,0.00042599607899332815,2.981133305700496,4.6495798006976086e-05
8,27.20441925225896,0.00042429876585237255,-0.9496165934106102,-1.4810871163279805e-05
9,24.223285946558462,0.0003777854024116359,-3.8402222965160036,-5.98919539174063e-05
10,24.223285946558462,0.0003777854024116359,-3.8425016473338474,-5.9927502581937456e-05
11,24.096638906557928,0.000375810220222217,-3.930749899111106,-6.13038188002799e-05
12,24.096638906557928,0.000375810220222217,-3.8402222965160036,-5.98919539174063e-05
13,24.096638906557928,0.000375810220222217,-3.8425016473338474,-5.9927502581937456e-05
14,24.096638906557928,0.000375810220222217,-3.8402222965160036,-5.98919539174063e-05
15,24.096638906557928,0.000375810220222217,-3.8425016483815853,-5.9927502598277935e-05
16,24.096638906557928,0.000375810220222217,-3.930749899111106,-6.13038188002799e-05
17,24.096638906557928,0.000375810220222217,-3.8402222965160036,-5.98919539174063e-05
18,24.096638906557928,0.000375810220222217,-3.8425016483815853,-5.9927502598277935e-05
19,24.096638906557928,0.000375810220222217,-3.8402222965160036,-5.98919539174063e-05
20,24.096638906557928,0.000375810220222217,-3.8425016483815853,-5.9927502598277935e-05
21,24.096638906557928,0.000375810220222217,-3.930749899111106,-6.13038188002799e-05
22,24.096638906557928,0.000375810220222217,-3.8402222965160036,-5.98919539174063e-05
23,0.0,inf,64115.32619022474,inf
