iteration,hub upper bound,hub lower bound
0,inf,-inf
1,inf,71912.72777777778
2,inf,71912.72777777778
3,inf,71912.72777777778
4,inf,72432.65000000001
5,inf,73140.59999999999
6,inf,73741.35
7,inf,74312.7
8,inf,74480.85
9,inf,74480.85
10,inf,74566.65
11,inf,75015.65
12,inf,75262.89999999992
13,inf,75741.7
14,inf,75741.7
15,inf,75752.75
16,inf,75752.75
17,inf,76138.6
18,inf,76138.6
19,inf,76138.6
20,inf,76188.29999999997
21,inf,76188.29999999997
22,inf,76188.29999999997
23,inf,76691.19999999998
24,inf,76691.19999999998
25,inf,76691.19999999998
26,inf,76691.19999999998
27,inf,76691.19999999998
28,inf,76691.19999999998
29,inf,76691.19999999998
30,inf,76715.05
31,inf,76715.05
32,inf,76768.79443499296
33,inf,76768.79443499296
34,inf,76830.300003327
35,inf,76830.300003327
36,inf,76830.300003327
37,inf,76830.300003327
38,inf,76830.300003327
39,inf,76830.300003327
40,inf,76830.300003327
41,inf,76830.300003327
42,inf,76830.300003327
43,inf,76994.65
44,inf,76994.65
45,inf,76994.65
46,inf,76994.65
47,inf,76994.65
48,inf,76994.65
49,99366.75,76994.65
50,99366.75,77091.2
51,89146.75,77091.2
52,89146.75,77091.2
53,89146.75,77091.2
54,89017.90000000001,77091.2
55,89017.90000000001,77174.79999999999
56,89017.90000000001,77174.79999999999
57,89017.90000000001,77183.54999999999
58,89017.90000000001,77183.54999999999
59,89017.90000000001,77183.54999999999
60,89017.90000000001,77183.54999999999
61,89017.90000000001,77802.25
62,87346.25,77802.25
63,87346.25,77802.25
64,87346.25,77802.25
65,87346.25,77802.25
66,87346.25,77802.25
67,87346.25,77802.25
68,87346.25,77885.89999999998
69,87346.25,77885.89999999998
70,87346.25,78075.55000831746
71,87346.25,78075.55000831746
72,87346.25,78075.55000831746
73,87346.25,78075.55000831746
74,87346.25,78075.55000831746
75,87346.25,78075.55000831746
76,87346.25,78075.55000831746
77,87346.25,78075.55000831746
78,87346.25,78075.55000831746
79,87346.25,78075.55000831746
80,87346.25,78075.55000831746
81,87346.25,78075.55000831746
82,87346.25,78075.55000831746
83,87346.25,78075.55000831746
84,87346.25,78075.55000831746
85,87346.25,78075.55000831746
86,87346.25,78075.55000831746
87,87346.25,78075.55000831746
88,87346.25,78075.55000831746
89,87346.25,78075.55000831746
90,87346.25,78075.55000831746
91,87346.25,78075.55000831746
92,87346.25,78075.55000831746
93,87346.25,78075.55000831746
94,87346.25,78075.55000831746
95,87346.25,78075.55000831746
96,87346.25,78075.55000831746
97,87346.25,78114.199980038
98,87346.25,78114.199980038
99,87346.25,78114.199980038
100,87346.25,78114.199980038
