iteration,hub upper bound,hub lower bound
0,inf,-inf
1,inf,69814.39
2,inf,69814.39
3,inf,69814.39
4,inf,73816.03
5,inf,78366.85
6,inf,83704.03
7,inf,85625.23
8,inf,88660.58
9,inf,89652.26
10,inf,89652.26
11,inf,91523.60999999999
12,inf,92132.80999999998
13,inf,93753.44190476187
14,inf,93753.44190476187
15,inf,93753.44190476187
16,inf,93753.44190476187
17,inf,94082.94703124998
18,inf,95949.33999999997
19,inf,95949.33999999997
20,inf,96222.21987012983
21,inf,96977.01999999996
22,inf,97297.89999999997
23,inf,97297.89999999997
24,inf,97297.89999999997
25,inf,98410.94999999997
26,inf,98879.35999999996
27,inf,98879.35999999996
28,inf,98988.70999999996
29,inf,99403.01999999996
30,inf,99403.01999999996
31,inf,99403.01999999996
32,inf,99828.29333333329
33,inf,100964.87999999996
34,inf,102332.66999999997
35,116823.82,104057.41999999995
36,116823.82,104057.41999999995
37,116823.82,104171.99999999996
38,116823.82,104171.99999999996
39,116823.82,104171.99999999996
40,116823.82,104171.99999999996
41,116823.82,104171.99999999996
42,116823.82,104171.99999999996
43,116823.82,104171.99999999996
44,116823.82,104171.99999999996
45,116823.82,104171.99999999996
46,116823.82,104171.99999999996
47,116823.82,104171.99999999996
48,116823.82,104171.99999999996
49,116823.82,104171.99999999996
50,116823.82,104171.99999999996
51,116823.82,104171.99999999996
52,116823.82,104171.99999999996
53,116823.82,104171.99999999996
54,116823.82,104171.99999999996
55,116823.82,104171.99999999996
56,116823.82,104171.99999999996
57,116823.82,104171.99999999996
58,116823.82,104171.99999999996
59,116823.82,104171.99999999996
60,116823.82,104304.19999999997
61,116823.82,104304.19999999997
62,116823.82,104304.19999999997
63,116823.82,104304.19999999997
64,116823.82,104378.18999999996
65,116823.82,105953.59999999996
66,116823.82,105953.59999999996
67,116823.82,105953.59999999996
68,116823.82,106011.58999999995
69,116823.82,106011.58999999995
70,116823.82,106011.58999999995
71,116823.82,106011.58999999995
72,116823.82,106011.58999999995
73,116823.82,106011.58999999995
74,116823.82,106011.58999999995
75,116823.82,106011.58999999995
76,116823.82,106011.58999999995
77,116823.82,106011.58999999995
78,116823.82,106011.58999999995
79,116823.82,106011.58999999995
80,116823.82,106011.58999999995
81,116823.82,106011.58999999995
82,116823.82,106011.58999999995
83,116823.82,106011.58999999995
84,116823.82,106011.58999999995
85,116823.82,106011.58999999995
86,116823.82,106011.58999999995
87,116823.82,106011.58999999995
88,116823.82,106011.58999999995
89,116823.82,106011.58999999995
90,116823.82,106011.58999999995
91,116823.82,106011.58999999995
92,116823.82,106011.58999999995
93,116823.82,106011.58999999995
94,116823.82,106011.58999999995
95,116823.82,106011.58999999995
96,116823.82,106011.58999999995
97,116823.82,106011.58999999995
98,116823.82,106011.58999999995
99,116823.82,106011.58999999995
100,116823.82,106011.58999999995
101,116823.82,106011.58999999995
102,116823.82,106011.58999999995
103,116823.82,106011.58999999995
104,116823.82,106011.58999999995
105,116823.82,106011.58999999995
106,116823.82,106011.58999999995
107,116823.82,106011.58999999995
108,116823.82,106011.58999999995
109,116823.82,106011.58999999995
110,116823.82,106011.58999999995
111,116823.82,106011.58999999995
112,116823.82,106011.58999999995
113,116823.82,106011.58999999995
114,116823.82,106011.58999999995
115,116823.82,106011.58999999995
