iteration,hub abs. gap,hub rel. gap,spoke abs. gap,spoke rel. gap
1,,,,
2,inf,inf,inf,inf
3,305.7162396168569,0.004768746612759464,-19.69638244927046,-0.00030723607357688564
4,48.47994729144557,0.0007562195083996149,-1.9582290666730842,-3.0545640102101694e-05
5,35.19006259593152,0.0005489158574547929,0.15713826868886827,2.4511376545912757e-06
6,35.00416709385172,0.0005460161470992643,4.466857325460296,6.967673934222384e-05
7,34.70083120401978,0.0005412832038609636,4.346388327714521,6.779742494977127e-05
8,30.39111214724835,0.00047402590035387337,0.13889790786925005,2.166462534045565e-06
9,30.354442876305257,0.0004734536799708573,-0.03376110485260142,-5.2658911901241e-07
10,30.2522142393791,0.00047185841555624916,-0.10222863692615647,-1.5945094882232093e-06
11,30.2522142393791,0.00047185841555624916,0.0,0.0
12,30.2522142393791,0.00047185841555624916,-0.1359897417787579,-2.1210977675842727e-06
13,30.2522142393791,0.00047185841555624916,-0.10332533348992001,-1.6116151948940897e-06
14,30.2522142393791,0.00047185841555624916,0.0,0.0
15,30.2522142393791,0.00047185841555624916,-0.1359897417787579,-2.1210977675842727e-06
16,30.2522142393791,0.00047185841555624916,0.0,0.0
17,30.2522142393791,0.00047185841555624916,-0.1359897417787579,-2.1210977675842727e-06
18,30.2522142393791,0.00047185841555624916,-0.10332533348992001,-1.6116151948940897e-06
19,30.2522142393791,0.00047185841555624916,0.0,0.0
20,30.2522142393791,0.00047185841555624916,-0.1359897417787579,-2.1210977675842727e-06
21,30.2522142393791,0.00047185841555624916,-0.10332533348992001,-1.6116151948940897e-06
22,30.2522142393791,0.00047185841555624916,0.0,0.0
23,30.2522142393791,0.00047185841555624916,-0.1359897417787579,-2.1210977675842727e-06
24,30.2522142393791,0.00047185841555624916,-0.10332533348992001,-1.6116151948940897e-06
25,0.0,inf,64112.905994728,inf
