iteration,hub upper bound,hub lower bound,spoke bound
1,,,
2,inf,71912.72777777778,71912.72777777778
3,inf,71912.72777777778,72432.65000000001
4,inf,71912.72777777778,73140.59999999999
5,inf,72432.65000000001,73741.35
6,inf,73140.59999999999,74312.7
7,inf,73741.35,74480.85
8,inf,74480.85,74566.65
9,inf,74480.85,75015.65
10,inf,74566.65,75262.89999999992
11,inf,75015.65,75741.7
12,inf,75741.7,75752.75
13,inf,75741.7,75662.65
14,inf,75752.75,76138.6
15,inf,76138.6,75794.4
16,inf,76138.6,76188.29999999997
17,inf,76138.6,76068.7
18,inf,76188.29999999997,76691.19999999998
19,inf,76188.29999999997,76518.89045031056
20,inf,76691.19999999998,76560.54999999984
21,inf,76691.19999999998,76637.55
22,inf,76691.19999999998,76490.8
23,inf,76691.19999999998,76623.24999999984
24,inf,76691.19999999998,76715.05
25,inf,76715.05,76768.79443499296
26,inf,76715.05,76737.34999999983
27,inf,76768.79443499296,76830.300003327
28,inf,76768.79443499296,76636.45001164413
29,inf,76830.300003327,76697.9500083175
30,inf,76830.300003327,76407.90001164438
31,inf,76830.300003327,76631.3500083175
32,inf,76830.300003327,76501.4500083174
33,inf,76830.300003327,76415.70000831748
34,inf,76830.300003327,76397.0000083175
35,inf,76830.300003327,76994.65
36,inf,76994.65,76774.74999999999
37,inf,76994.65,76772.95
38,inf,76994.65,76720.14999999986
39,inf,76994.65,76898.69999999998
40,inf,76994.65,76880.2
41,inf,76994.65,77091.2
42,99366.75,77091.2,76679.74999999997
43,89146.75,77091.2,76836.99999999999
44,89146.75,77091.2,76578.64318166811
45,89146.75,77091.2,77174.79999999999
46,89017.90000000001,77174.79999999999,77183.54999999999
47,89017.90000000001,77174.79999999999,76817.65
48,89017.90000000001,77183.54999999999,77046.650003327
49,89017.90000000001,77183.54999999999,77802.25
50,89017.90000000001,77183.54999999999,77488.04999999999
51,89017.90000000001,77802.25,77728.4
52,87346.25,77802.25,77703.15
53,87346.25,77802.25,77743.70000332699
54,87346.25,77802.25,77390.87939641827
55,87346.25,77802.25,77885.89999999998
56,87346.25,77802.25,77809.26735856794
57,87346.25,77885.89999999998,78075.55000831746
58,87346.25,78075.55000831746,77827.44999999998
59,87346.25,78075.55000831746,77637.37866922683
60,87346.25,78075.55000831746,77954.6500049905
61,87346.25,78075.55000831746,77808.45
62,87346.25,78075.55000831746,77548.7
63,87346.25,78075.55000831746,77614.5500083175
64,87346.25,78075.55000831746,77577.1000049905
65,87346.25,78075.55000831746,77750.75000831748
66,87346.25,78075.55000831746,77688.2272760543
67,87346.25,78075.55000831746,77552.51470920935
68,87346.25,78075.55000831746,77598.62160267273
69,87346.25,78075.55000831746,77784.05000332695
70,87346.25,78075.55000831746,77837.900003327
71,87346.25,78075.55000831746,77871.72857142857
72,87346.25,78075.55000831746,77634.61182192566
73,87346.25,78075.55000831746,77861.3
74,87346.25,78075.55000831746,77988.9
75,87346.25,78075.55000831746,77749.65
76,87346.25,78075.55000831746,77795.94999999998
77,87346.25,78075.55000831746,77993.05181818179
78,87346.25,78075.55000831746,77936.44990527332
79,87346.25,78075.55000831746,78114.199980038
80,87346.25,78075.55000831746,77803.25001164449
81,87346.25,78114.199980038,77712.65000831749
82,87346.25,78114.199980038,77629.73974358974
83,0.0,0.0,77937.90218223054
