iteration,hub upper bound,hub lower bound
0,inf,-inf
1,inf,-134.34
2,81.52,-134.34
3,-118.98,-133.6716
4,-121.60000000000001,-133.0124
5,-121.60000000000001,-132.3956
6,-121.60000000000001,-131.8248
7,-121.60000000000001,-131.42000000000002
8,-121.60000000000001,-130.9664
9,-121.60000000000001,-130.5446095252659
10,-121.60000000000001,-130.11000031417058
11,-121.60000000000001,-129.79360000112538
12,-121.60000000000001,-129.5078744459001
13,-121.60000000000001,-129.1725359464647
14,-121.60000000000001,-129.1725359464647
15,-121.60000000000001,-128.85213444338763
16,-121.60000000000001,-128.61120003165422
17,-121.60000000000001,-128.39200000627153
18,-121.60000000000001,-128.1463047678991
19,-121.60000000000001,-127.70640000541701
20,-121.60000000000001,-127.70640000541701
21,-121.60000000000001,-127.52940002828684
22,-121.60000000000001,-127.27840000480008
23,-121.60000000000001,-127.00480000397407
24,-121.60000000000001,-126.91703074915426
25,-121.60000000000001,-126.82480000602365
26,-121.60000000000001,-126.64320000470505
27,-121.60000000000001,-126.43840000410316
28,-121.60000000000001,-126.30640000547957
29,-121.60000000000001,-126.25080004077931
30,-121.60000000000001,-126.097200006658
31,-121.60000000000001,-125.9217142905151
32,-121.60000000000001,-125.79400003869338
33,-121.60000000000001,-125.71960000599513
34,-121.60000000000001,-125.56220000607037
35,-121.60000000000001,-125.38720000523013
36,-121.60000000000001,-125.27440004785866
37,-121.60000000000001,-125.2008001062916
38,-121.60000000000001,-125.08080000932401
39,-121.60000000000001,-124.95080000937561
40,-121.60000000000001,-124.91040017595621
41,-121.60000000000001,-124.7559999930505
42,-121.60000000000001,-124.71119999418015
43,-121.60000000000001,-124.6072000488642
44,-121.60000000000001,-124.4536000065583
45,-121.60000000000001,-124.38439999362068
46,-121.60000000000001,-124.36719999305684
47,-121.60000000000001,-124.2617786943335
48,-121.60000000000001,-124.21040000950399
49,-121.60000000000001,-124.14214858124922
50,-121.60000000000001,-124.03440000910916
51,-121.60000000000001,-124.01320005409157
52,-121.60000000000001,-123.93160000827145
53,-121.60000000000001,-123.82360002372809
54,-121.60000000000001,-123.71600003192194
55,-121.60000000000001,-123.68679402468095
56,-121.60000000000001,-123.65360004815932
57,-121.60000000000001,-123.57880001126789
58,-121.60000000000001,-123.52688894117803
59,-121.60000000000001,-123.47880001111241
60,-121.60000000000001,-123.4622255719346
61,-121.60000000000001,-123.32039999606341
62,-121.60000000000001,-123.32039999606341
63,-121.60000000000001,-123.16600000837512
64,-121.60000000000001,-123.1028000314903
65,-121.60000000000001,-123.05280004496007
66,-121.60000000000001,-123.02479999604246
67,-121.60000000000001,-122.94839999643824
68,-121.60000000000001,-122.85879999081467
69,-121.60000000000001,-122.8371999902597
70,-121.60000000000001,-122.82399999373247
71,-121.60000000000001,-122.77599999550353
72,-121.60000000000001,-122.77599999550353
73,-121.60000000000001,-122.76440016862719
74,-121.60000000000001,-122.75279999545822
75,-121.60000000000001,-122.75279999545822
76,-121.60000000000001,-122.75279999545822
77,-121.60000000000001,-122.6868003546746
78,-121.60000000000001,-122.6868003546746
79,-121.60000000000001,-122.51599999490875
80,-121.60000000000001,-122.41599999861779
81,-121.60000000000001,-122.33480015372358
82,-121.60000000000001,-122.30519998864315
83,-121.60000000000001,-122.26625335355864
84,-121.60000000000001,-122.2300000780835
85,-121.60000000000001,-122.21320008290994
86,-121.60000000000001,-122.20480008102817
87,-121.60000000000001,-122.18360008048062
88,-121.60000000000001,-122.17760008048063
89,-121.60000000000001,-122.17160008048064
90,-121.60000000000001,-122.16560008048066
91,-121.60000000000001,-122.15960008048067
92,-121.60000000000001,-122.15360008048069
93,-121.60000000000001,-122.14840007988781
94,-121.60000000000001,-122.1436000798739
95,-121.60000000000001,-122.13880007987392
96,-121.60000000000001,-122.13880007987392
