iteration,hub abs. gap,hub rel. gap,spoke abs. gap,spoke rel. gap
1,,,,
2,inf,inf,0.0,0.0
3,inf,inf,1439.070000000007,0.020612799166475664
4,inf,inf,1728.1199999999953,0.024253138023051724
5,inf,inf,1402.229999999996,0.019213478250265283
6,inf,inf,1052.2200000000012,0.014145820172427322
7,inf,inf,722.3499996408937,0.009575662977504167
8,inf,inf,852.2933343766344,0.011191064389508459
9,inf,inf,1103.106667283355,0.014324075086304762
10,inf,inf,913.6399718951434,0.011696271411778151
11,inf,inf,693.0100268513634,0.008769235122270394
12,inf,inf,744.1500000355882,0.009334495561992652
13,inf,inf,571.9700002789905,0.007108345066592041
14,inf,inf,760.7799970292108,0.009388109402804198
15,inf,inf,646.4600026904955,0.007903191983297175
16,inf,inf,457.9699976176489,0.0055549362495003595
17,inf,inf,587.9999999456777,0.007092732409565199
18,inf,inf,597.160000078904,0.0071524939117773014
19,inf,inf,681.199999870616,0.008101141056053128
20,inf,inf,413.5572443132114,0.004878688406973601
21,inf,inf,353.5027586219949,0.00414998588978333
22,inf,inf,377.5069232426322,0.004413469676924679
23,inf,inf,769.9330740888399,0.008961808804466533
24,inf,inf,616.0699999365752,0.007107191729458294
25,inf,inf,614.5744219363405,0.007039904286671931
26,inf,inf,422.037009950669,0.0048006067427514764
27,inf,inf,522.1985706675769,0.005911550220760256
28,inf,inf,448.0928583671339,0.005042825404331171
29,inf,inf,648.107142665016,0.00725718425821678
30,inf,inf,381.38999877363676,0.004239847819131027
31,inf,inf,357.31999798008474,0.0039554950128400735
32,inf,inf,387.4590943392395,0.004272232862123671
33,inf,inf,396.6009057675983,0.004354429905525135
34,inf,inf,216.3800034870801,0.0023654170683590136
35,inf,inf,285.2399990364938,0.0031108205168789652
36,inf,inf,166.11999684915645,0.0018060822620666315
37,inf,inf,320.7346915858798,0.003480790508640442
38,inf,inf,201.93531124966103,0.002183912096940228
39,inf,inf,152.36142823171394,0.0016441842892624481
40,inf,inf,203.6885699297709,0.002194464927687101
41,inf,inf,141.78000053338474,0.0015241403440581364
42,inf,inf,191.9399997293949,0.002060222156341707
43,inf,inf,152.3400027982716,0.001631806655445575
44,inf,inf,143.5899961762916,0.0015355742391583759
45,inf,inf,188.51000368966197,0.0020128650347271296
46,inf,inf,429.28999655885855,0.0045746484461317025
