iteration,hub upper bound,hub lower bound
0,inf,-inf
1,inf,69814.39
2,inf,69814.39
3,inf,71253.46
4,inf,72981.58
5,inf,74383.81
6,inf,75436.03
7,inf,76158.37999976959
8,inf,77010.67333395155
9,inf,77010.67333395155
10,inf,79027.41997329614
11,inf,79720.43000014166
12,inf,80464.58000016295
13,inf,81036.55000041611
14,inf,81797.3299974779
15,inf,82443.79000015593
16,inf,82443.79000015593
17,inf,82901.75999777448
18,inf,83489.75999776591
19,inf,84057.58999772732
20,inf,84652.39999784513
21,inf,85195.51333403504
22,inf,85469.20000046148
23,inf,86277.5500015324
24,inf,86738.80000152624
25,inf,87938.06000094928
26,inf,88358.71000135316
27,inf,88358.71000135316
28,inf,88948.48000061593
29,inf,89923.8666666382
30,inf,90389.1900012108
31,inf,90764.35999806976
32,inf,90997.50999801206
33,inf,91363.70999838764
34,inf,91836.46000076641
35,inf,91836.46000076641
36,inf,92010.6300005429
37,inf,92299.11999801447
38,inf,92442.12086450479
39,inf,92702.36000086513
40,inf,92852.88714385653
41,inf,92852.88714385653
42,inf,93368.70000128844
43,inf,93368.70000128844
44,inf,93740.33000168264
45,inf,94099.26999827466
46,inf,94324.98000061898
47,inf,94324.98000061898
48,inf,94324.98000061898
49,inf,94547.63000132509
50,inf,94950.77000107837
51,inf,94950.77000107837
52,inf,95178.46000054046
53,inf,95774.07999800262
54,inf,95871.47999844837
55,inf,95871.47999844837
56,inf,95871.47999844837
57,inf,96217.18000204636
58,inf,96250.54999936835
59,inf,96363.10999776785
60,inf,96809.06000186058
61,inf,96809.06000186058
62,inf,96955.59999847448
63,inf,97215.13999943089
64,inf,97436.92999811076
65,inf,97571.62000105064
66,inf,97883.5799923764
67,inf,97883.5799923764
68,inf,98023.10000022953
69,inf,98124.16999934489
70,inf,98146.42999787889
71,inf,98216.9699984931
72,inf,98309.32000094652
73,inf,98575.87000007764
74,inf,98575.87000007764
75,inf,98927.8800014227
76,inf,98927.8800014227
77,inf,99080.66000074241
78,inf,99080.66000074241
79,inf,99295.6702483086
80,inf,99295.6702483086
81,inf,99522.96999897283
82,inf,99522.96999897283
83,inf,99773.71000161793
84,inf,99773.71000161793
85,inf,99773.71000161793
86,inf,99868.68000129063
87,inf,100363.78999910926
88,inf,100363.78999910926
89,inf,100363.78999910926
90,inf,100532.81000150145
91,inf,100532.81000150145
92,inf,100584.10000057681
93,inf,100584.10000057681
94,inf,100810.71666776
95,inf,100810.71666776
96,inf,101078.37000153193
97,inf,101110.46999944601
98,inf,101110.46999944601
99,inf,101161.45242845763
100,inf,101316.92852016813
101,inf,101329.05999794445
102,inf,101512.79000042478
103,inf,101512.79000042478
104,inf,101578.89999834046
105,inf,101881.33249841494
106,inf,101881.33249841494
107,inf,101888.10000122809
108,inf,101888.10000122809
109,inf,102025.18000170853
110,inf,102183.1299992174
111,inf,102183.1299992174
112,inf,102370.49999957676
113,inf,102370.49999957676
114,inf,102445.80000047787
115,inf,102534.6200005044
116,inf,102628.59000136018
117,inf,102727.8599990292
118,inf,102727.8599990292
119,inf,102771.8751991307
120,inf,102820.09999779663
121,inf,102995.72999962888
122,inf,103208.35000068175
123,inf,103208.35000068175
124,inf,103277.36000144375
125,inf,103340.41999944384
126,inf,103495.38000132376
127,inf,103495.38000132376
