iteration,hub upper bound,hub lower bound
0,inf,-inf
1,inf,69814.39
2,inf,73444.56
3,inf,76591.5
4,inf,79064.78892655367
5,inf,80541.23
6,inf,82397.11
7,inf,83750.08
8,inf,85341.6
9,inf,85341.6
10,inf,87259.77
11,inf,88297.09
12,inf,88500.88
13,inf,89676.61
14,inf,91839.89
15,inf,92421.29000000001
16,inf,92421.29000000001
17,inf,93105.64
18,inf,94321.87
19,inf,94321.87
20,inf,94555.4
21,inf,95971.23999999999
22,inf,95971.23999999999
23,inf,96769.79
24,inf,96769.79
25,inf,97553.24001077776
26,inf,97553.24001077776
27,inf,98077.30999118183
28,inf,98404.35001273736
29,inf,98404.35001273736
30,inf,98892.81001175757
31,inf,99047.57998995707
32,inf,100127.86999363132
33,inf,100219.4077590458
34,inf,100219.4077590458
35,inf,100662.98999265152
36,inf,101335.05001371715
37,inf,101335.05001371715
38,inf,101569.92999387626
39,inf,101569.92999387626
40,inf,102559.57998530305
41,inf,102559.57998530305
42,inf,102976.0799955909
43,inf,103307.96001126766
44,inf,103663.11999265151
45,inf,103663.11999265151
46,inf,103663.11999265151
47,inf,103960.53999044697
48,inf,104335.48001126765
49,inf,104335.48001126765
50,inf,104335.48001126765
51,inf,105013.64616854308
52,inf,105159.42998628282
53,inf,105159.42998628282
54,inf,105377.0900085732
55,inf,105978.56999265151
56,inf,105978.56999265151
57,inf,106261.18999020202
58,inf,106261.18999020202
59,inf,106498.46431492707
60,inf,107087.19001445199
61,inf,107087.19001445199
62,inf,107087.19001445199
63,inf,107223.56282264309
64,inf,107223.56282264309
65,inf,107816.09999387625
66,inf,107816.09999387625
67,inf,108006.29001273734
68,inf,108006.29001273734
69,inf,108006.29001273734
70,inf,108006.29001273734
71,inf,108511.11868732388
72,inf,108511.11868732388
73,inf,108511.11868732388
74,inf,109149.09001077774
75,inf,109149.09001077774
76,inf,109152.160009553
77,inf,109152.160009553
78,inf,109252.70001200249
79,inf,109252.70001200249
80,inf,109373.05001028784
81,inf,109581.31998946717
82,inf,109812.44999216161
83,inf,110081.72999240656
84,inf,110081.72999240656
85,inf,110431.5899931414
86,inf,110431.5899931414
87,inf,110431.5899931414
88,inf,110787.87100713834
89,inf,110787.87100713834
90,inf,111216.99001004291
91,inf,111216.99001004291
92,inf,111216.99001004291
93,inf,111674.74001175755
94,inf,111674.74001175755
95,inf,111674.74001175755
96,inf,111674.74001175755
97,inf,111674.74001175755
98,128423.15000000001,111674.74001175755
99,128423.15000000001,111754.74715192024
100,128423.15000000001,111754.74715192024
101,128423.15000000001,111754.74715192024
102,128423.15000000001,112258.46143763453
103,128423.15000000001,112258.46143763453
104,128423.15000000001,112334.38001126764
105,116823.82,112667.03001886107
106,116823.82,112667.03001886107
107,116823.82,112667.03001886107
108,116823.82,112667.03001886107
109,116823.82,112667.03001886107
110,116823.82,112667.03001886107
111,116823.82,112764.79999583584
112,116823.82,112875.40371129711
113,116823.82,112875.40371129711
114,116823.82,112875.40371129711
115,116823.82,113112.81999632574
116,116823.82,113112.81999632574
117,116823.82,113112.81999632574
118,116823.82,113168.06999951007
119,116823.82,113542.31280544153
120,116823.82,113542.31280544153
121,116823.82,113542.31280544153
122,116823.82,113542.31280544153
123,116823.82,113542.31280544153
124,116823.82,113542.31280544153
