iteration,hub upper bound,hub lower bound
0,inf,-inf
1,inf,69814.39
2,inf,69814.39
3,inf,73816.03
4,inf,80988.12
5,inf,80988.12
6,inf,83972.71
7,inf,83972.71
8,inf,85128.76
9,inf,89626.69
10,inf,89834.02999999998
11,inf,89834.02999999998
12,inf,91381.46999999999
13,inf,91381.46999999999
14,inf,92538.76999999997
15,inf,92710.70999999998
16,inf,96351.02999999997
17,inf,96351.02999999997
18,inf,98062.12999999996
19,inf,98062.12999999996
20,inf,98062.12999999996
21,inf,98062.12999999996
22,inf,98062.12999999996
23,inf,98062.12999999996
24,inf,100496.75999999995
25,inf,100496.75999999995
26,inf,100496.75999999995
27,inf,100496.75999999995
28,inf,100496.75999999995
29,inf,100496.75999999995
30,inf,100496.75999999995
31,inf,100496.75999999995
32,inf,100496.75999999995
33,inf,100496.75999999995
34,inf,100496.75999999995
35,inf,102590.04333333533
36,inf,102590.04333333533
37,inf,103995.80999999994
38,inf,103995.80999999994
39,inf,103995.80999999994
40,inf,103995.80999999994
41,inf,103995.80999999994
42,inf,104372.46999999994
43,inf,104372.46999999994
44,inf,104372.46999999994
45,inf,104372.46999999994
46,inf,104372.46999999994
47,inf,104372.46999999994
48,inf,104372.46999999994
49,inf,104372.46999999994
50,inf,104372.46999999994
51,inf,104372.46999999994
52,inf,104372.46999999994
53,inf,104372.46999999994
54,inf,104372.46999999994
55,inf,104372.46999999994
56,inf,104372.46999999994
57,inf,104372.46999999994
58,inf,104372.46999999994
59,inf,104372.46999999994
60,inf,104372.46999999994
61,inf,104372.46999999994
62,inf,104372.46999999994
63,inf,104372.46999999994
64,116823.82,104372.46999999994
65,116823.82,104372.46999999994
66,116823.82,104372.46999999994
67,116823.82,104372.46999999994
68,116823.82,104372.46999999994
69,116823.82,104372.46999999994
70,116823.82,104372.46999999994
71,116823.82,104372.46999999994
72,116823.82,104372.46999999994
73,116823.82,104372.46999999994
74,116823.82,104372.46999999994
75,116823.82,104372.46999999994
76,116823.82,104372.46999999994
77,116823.82,104372.46999999994
78,116823.82,104372.46999999994
79,116823.82,104372.46999999994
80,116823.82,104372.46999999994
81,116823.82,104372.46999999994
82,116823.82,104372.46999999994
83,116823.82,104372.46999999994
84,116823.82,104372.46999999994
85,116823.82,104372.46999999994
86,116823.82,104372.46999999994
87,116823.82,104703.00999999988
88,116823.82,104703.00999999988
89,116823.82,104703.00999999988
90,116823.82,104703.00999999988
91,116823.82,104703.00999999988
92,116823.82,104973.94999999985
93,116823.82,105415.87999999987
94,116823.82,105415.87999999987
95,116823.82,105415.87999999987
96,116823.82,105415.87999999987
97,116823.82,105415.87999999987
98,116823.82,105415.87999999987
99,116823.82,105415.87999999987
100,116823.82,105415.87999999987
101,116823.82,105415.87999999987
102,116823.82,105415.87999999987
103,116823.82,105415.87999999987
104,116823.82,105415.87999999987
105,116823.82,105415.87999999987
106,116823.82,105415.87999999987
107,116823.82,105415.87999999987
108,116823.82,105415.87999999987
109,116823.82,105415.87999999987
110,116823.82,105415.87999999987
111,116823.82,105415.87999999987
112,116823.82,105415.87999999987
113,116823.82,105415.87999999987
114,116823.82,105415.87999999987
115,116823.82,105415.87999999987
116,116823.82,105415.87999999987
117,116823.82,105415.87999999987
118,116823.82,105415.87999999987
