iteration,hub abs. gap,hub rel. gap,spoke abs. gap,spoke rel. gap
1,,,,
2,inf,inf,0.0,0.0
3,inf,inf,519.9222222222306,0.007229905446347082
4,inf,inf,707.9499999999825,0.009773907208972506
5,inf,inf,600.7500000000146,0.008213632373811735
6,inf,inf,1172.1000000000058,0.016025299218218145
7,inf,inf,739.5,0.010028294844073237
8,inf,inf,253.9499999999971,0.0034173162864489797
9,inf,inf,274.59999999999127,0.003686853734886098
10,inf,inf,449.0,0.006021458654773951
11,inf,inf,638.5999999999913,0.008542520980075585
12,inf,inf,515.2018518518598,0.006867924917691973
13,inf,inf,534.699999999968,0.007092071589203234
14,inf,inf,151.148148148146,0.0020011444918509834
15,inf,inf,-459.84999999996217,-0.006056335709463971
16,inf,inf,-144.29999999995925,-0.0019004658973045038
17,inf,inf,45.450000000040745,0.0005985874915633508
18,inf,inf,211.15000000003783,0.0027808965642136603
19,inf,inf,385.5,0.0050740909413985276
20,inf,inf,-216.0,-0.002836883158501653
21,inf,inf,247.3187499998894,0.0032388648724378096
22,inf,inf,406.1999999999971,0.005319559924934188
23,inf,inf,-410.8187499998894,-0.0053626776854554204
24,inf,inf,-75.39999999999418,-0.0009822069434474705
25,inf,inf,-401.50000000007276,-0.0052301868407726975
26,inf,inf,-117.4500000000553,-0.001529976200370937
27,inf,inf,-413.59999999999127,-0.005387808909945579
28,inf,inf,-355.10931060528674,-0.004625873084341964
29,inf,inf,-392.59999999999127,-0.0051142499469164215
30,inf,inf,-508.05000000001746,-0.006618172912712774
31,inf,inf,-276.40000000000873,-0.0036005570181553105
32,inf,inf,-290.5,-0.0037842323219033453
33,inf,inf,-11.25,-0.0001465494444799058
34,inf,inf,-245.45000000018626,-0.0031973832131217935
35,inf,inf,-109.75,-0.0014296712472595256
36,inf,inf,-148.6500000000815,-0.0019364066597288836
37,inf,inf,-188.65000000000873,-0.0024574713512120453
38,inf,inf,-238.83526248135604,-0.0031112155590093528
39,inf,inf,-168.05000000016298,-0.002189123035099738
40,inf,inf,353.7581632652873,0.004608272205045305
41,inf,inf,34.78577668577782,0.00045314099992024875
42,inf,inf,15.541836734715616,0.00020152885924121903
43,inf,inf,155.39183673472144,0.002014944573609895
44,inf,inf,-249.89999999999418,-0.0032339027926865677
45,inf,inf,-355.75000000001455,-0.004603685148052502
