iteration,hub upper bound,hub lower bound,spoke bound
1,,,
2,inf,71912.72777777778,71912.72777777778
3,inf,71912.72777777778,72432.65000000001
4,inf,72432.65000000001,73140.59999999999
5,inf,73140.59999999999,73741.35
6,inf,73140.59999999999,74312.7
7,inf,73741.35,74480.85
8,inf,74312.7,74566.65
9,inf,74480.85,74755.45
10,inf,74566.65,75015.65
11,inf,74755.45,75394.04999999999
12,inf,75015.65,75530.85185185185
13,inf,75394.04999999999,75928.74999999996
14,inf,75530.85185185185,75682.0
15,inf,75928.74999999996,75468.9
16,inf,75928.74999999996,75784.45
17,inf,75928.74999999996,75974.2
18,inf,75928.74999999996,76139.9
19,inf,75974.2,76359.7
20,inf,76139.9,75923.9
21,inf,76359.7,76607.01874999989
22,inf,76359.7,76765.9
23,inf,76607.01874999989,76196.2
24,inf,76765.9,76690.5
25,inf,76765.9,76364.39999999992
26,inf,76765.9,76648.44999999994
27,inf,76765.9,76352.3
28,inf,76765.9,76410.79068939471
29,inf,76765.9,76373.3
30,inf,76765.9,76257.84999999998
31,inf,76765.9,76489.49999999999
32,inf,76765.9,76475.4
33,inf,76765.9,76754.65
34,inf,76765.9,76520.44999999981
35,inf,76765.9,76656.15
36,inf,76765.9,76617.24999999991
37,inf,76765.9,76577.24999999999
38,inf,76765.9,76527.06473751864
39,inf,76765.9,76597.84999999983
40,inf,76765.9,77119.65816326528
41,inf,76765.9,76800.68577668577
42,inf,77119.65816326528,77135.2
43,inf,77119.65816326528,77275.05
44,inf,77275.05,77025.15000000001
45,inf,77275.05,76919.29999999999
46,inf,77275.05,76900.74999999996
47,89264.85,77275.05,76685.59999999992
48,89264.85,77275.05,76831.45
49,89264.85,77275.05,76678.5
50,89264.85,77275.05,76681.65000000001
51,89264.85,77275.05,76731.39999999998
52,89264.85,77275.05,76603.74999999997
53,89264.85,77275.05,76633.65
54,89264.85,77275.05,76698.2
55,89264.85,77275.05,76924.45
56,89264.85,77275.05,76878.15
57,89264.85,77275.05,77075.03484455959
58,89264.85,77275.05,77570.84999999999
59,89264.85,77275.05,77016.05
60,89264.85,77570.84999999999,77406.43761495677
61,89264.85,77570.84999999999,77285.69999999998
62,89264.85,77570.84999999999,76947.0
63,89264.85,77570.84999999999,77308.54999999999
64,89264.85,77570.84999999999,77081.05
65,89264.85,77570.84999999999,77041.1
66,89264.85,77570.84999999999,77090.89999999985
67,89264.85,77570.84999999999,77613.17179487179
68,89264.85,77570.84999999999,77462.54999999997
69,89264.85,77613.17179487179,77817.97223400077
70,89264.85,77613.17179487179,77926.55
71,89264.85,77817.97223400077,77819.75
72,89264.85,77926.55,78212.5717138072
73,89264.85,78212.5717138072,77870.45
74,89264.85,78212.5717138072,77939.24999999983
75,89264.85,78212.5717138072,78052.74999999999
76,89264.85,78212.5717138072,77846.59999999999
77,89146.90000000001,78212.5717138072,77693.25
78,89146.90000000001,78212.5717138072,77865.65
79,89146.90000000001,78212.5717138072,77882.7
80,89146.90000000001,78212.5717138072,77771.63974358974
81,89146.90000000001,78212.5717138072,77665.13465753742
82,89146.90000000001,78212.5717138072,77902.59999999998
83,89146.90000000001,78212.5717138072,77689.05
84,89146.90000000001,78212.5717138072,77801.3
85,89146.90000000001,78212.5717138072,77625.085057919
86,89146.90000000001,78212.5717138072,77844.24999999993
87,89146.90000000001,78212.5717138072,77889.65
88,89146.90000000001,78212.5717138072,77721.95
89,0.0,0.0,77902.0
