iteration,hub upper bound,hub lower bound
0,inf,-inf
1,inf,46331.87
2,inf,46331.87
3,inf,47039.17
4,inf,47748.03
5,inf,48003.38999999999
6,inf,48264.539999999986
7,inf,48807.224444266474
8,inf,49126.50999999997
9,inf,49348.70999999996
10,inf,49488.20999999999
11,inf,49636.874886898804
12,inf,49962.36
13,inf,50069.84
14,inf,50074.329999999994
15,inf,50362.749999999985
16,59803.07,50648.09
17,59803.07,50774.479999999996
18,59803.07,51081.17
19,59803.07,51210.52
20,59803.07,51210.52
21,59803.07,51463.6736115071
22,59803.07,51463.6736115071
23,59803.07,51594.6653230769
24,59803.07,51594.6653230769
25,59803.07,51598.21999999999
26,59803.07,51700.649999999994
27,59803.07,51943.96999999999
28,59803.07,52339.41999999998
29,59803.07,52339.41999999998
30,59803.07,52339.41999999998
31,59803.07,52339.41999999998
32,59803.07,52380.819814680144
33,59228.05,52605.659999999974
34,59228.05,52605.659999999974
35,59228.05,52605.659999999974
36,59228.05,52840.18012476188
37,59228.05,52840.18012476188
38,59228.05,52840.18012476188
39,59228.05,52840.18012476188
40,59228.05,53077.38481794258
41,59228.05,53315.67990677493
42,59228.05,53315.67990677493
43,59228.05,53373.00003342996
44,59228.05,53373.00003342996
45,59228.05,53373.00003342996
46,59228.05,53373.00003342996
47,59228.05,53373.00003342996
48,59228.05,53373.00003342996
49,59228.05,53373.00003342996
50,59228.05,53373.00003342996
51,59228.05,53389.15706052608
52,59228.05,53737.89643339604
53,59228.05,53740.87201625618
54,59228.05,53740.87201625618
55,59228.05,53740.87201625618
56,59228.05,53740.87201625618
57,59228.05,53900.04004443766
58,59228.05,53900.04004443766
59,59228.05,53900.04004443766
60,59228.05,53909.94989491729
61,59228.05,53909.94989491729
62,59228.05,53909.94989491729
63,59228.05,54214.48991404583
64,59228.05,54214.48991404583
65,59228.05,54214.48991404583
66,59228.05,54214.48991404583
67,59228.05,54214.48991404583
68,59228.05,54214.48991404583
69,59228.05,54214.48991404583
70,59228.05,54318.15989559436
71,59228.05,54318.15989559436
72,59228.05,54335.260012888204
73,59228.05,54335.260012888204
74,59228.05,54335.260012888204
75,59228.05,54349.419978114965
76,59228.05,54349.419978114965
77,59228.05,54698.769892635624
78,59228.05,54698.769892635624
79,59228.05,54698.769892635624
80,59228.05,54698.769892635624
81,59228.05,54698.769892635624
82,59228.05,54698.769892635624
83,59228.05,54698.769892635624
84,59228.05,54698.769892635624
85,59228.05,54735.860037237275
86,59228.05,54735.860037237275
87,59228.05,54841.05014057133
88,59228.05,54841.05014057133
89,59228.05,54841.05014057133
90,59228.05,54841.05014057133
